,pgdp,gdp,pw,eri,LPrm,RS,RL,Natdebt,LNatdebt,m,LEmpUK,LKtotUK,Rna,E,pop,Un,wpop,RsUS,Pcpi,LW85,nh,w,Dpgdp,Dm,ppp,Ur,RLr,Dgdp,DUr,Ursq,Dpop,Wshare,Dpgfna,DpgfnaDp,ulc,gdppc,ulcp,ulcpm,er,RrDg
1986-1,0.025932982,12.67523217,-0.04779662,0.491765435,4.191167531,0.1042,0.0947,171455.9995,12.05208195,11.76344291,10.11115192,7.349809435,0.046842646,1.4672,4.035408098,3290,27906,0.068,-0.523471005,0.07603469,39.694,0.200470471,0.025932982,0.147645021,0.565495037,0.115883863,0.068767018,0.039341767,-0.000515464,0.013925354,0.002938939,0.080934995,-0.597900339,-0.015505339,-2.488175992,2.443100843,-2.514108974,-0.151508974,0.383355823,0.031068431
1987-1,0.075407723,12.72011409,-0.046638119,0.416403251,4.209917531,0.0933,0.0931,185796.0006,12.13240458,11.95187048,10.13535296,7.373499851,0.036194679,1.6392,4.038162143,2960,28179,0.0666,-0.493140897,0.151002885,39.694,0.277945748,0.049474742,0.188427571,0.538449094,0.107424335,0.043625258,0.044610583,-0.012592633,0.011111923,0.002754045,0.081295397,-0.290044224,-0.014349863,-2.434258154,2.483022001,-2.509665878,-0.147065878,0.494208318,-0.001256666
1988-1,0.138049239,12.76398412,0.003393714,0.461119034,4.239500864,0.0997,0.0912,197440.9991,12.19319508,12.11000768,10.16854051,7.401536468,0.01939007,1.7796,4.040767961,2445,28515,0.0757,-0.454405608,0.234281347,39.744,0.357322653,0.062641516,0.158137201,0.59577456,0.08834173,0.028558484,0.049095259,-0.01969882,0.007346939,0.002605819,0.081741688,-0.203088591,-0.012721777,-2.366141908,2.517860145,-2.504191147,-0.141591147,0.57638862,-0.015311548
1989-1,0.212463733,12.78464476,0.075289272,0.488695412,4.291167531,0.1342,0.0922,194622.7406,12.1788183,12.27336674,10.19425237,7.432069521,0.023384123,1.6383,4.044261062,2082,28831,0.0921,-0.403354475,0.321376054,39.919,0.44001303,0.074414493,0.163359061,0.625869873,0.074295295,0.017785507,0.022557787,-0.012834748,0.005311427,0.003493101,0.083816009,-0.152963279,-0.011382685,-2.266667516,2.524823142,-2.479131249,-0.116531249,0.493659119,-0.002875133
1990-1,0.289377109,12.79102196,0.098342554,0.423568072,4.275334198,0.1416,0.1084,189373.2454,12.15147519,12.41124365,10.19880292,7.46026013,0.022882383,1.7864,4.047794387,2053,28924,0.081,-0.335964339,0.414099774,39.944,0.529605477,0.076913289,0.137876912,0.614602626,0.072809301,0.031486624,0.007763375,-0.003832083,0.004767551,0.003533325,0.085161062,-0.144599204,-0.011121613,-2.173833863,2.526110622,-2.463210971,-0.100610971,0.580202422,0.025109429
1991-1,0.357153408,12.77804916,0.12056682,0.439375063,4.254417531,0.1095,0.0998,194536.4192,12.17837467,12.49548697,10.17206326,7.483075673,0.016615548,1.7685,4.052080556,2530,28692,0.0569,-0.263336063,0.491246447,39.669,0.613740873,0.062590005,0.084243316,0.664685374,0.089630687,0.043299977,-0.014022228,0.015452286,0.007140206,0.004286169,0.08631065,-0.238535247,-0.013477247,-2.103925154,2.515077413,-2.449802285,-0.087202285,0.57013173,0.056272777
1992-1,0.394140322,12.78119197,0.141069867,0.401375063,4.249750864,0.0895,0.0918,205360.0009,12.23251982,12.54135489,10.14800113,7.493962759,0.013155215,1.7665,4.05359201,2822,28362,0.0352,-0.221587898,0.559466276,39.269,0.681597357,0.036902764,0.04586792,0.64508542,0.100713357,0.052896907,0.001465432,0.014144811,0.009730748,0.000669144,0.085615671,-0.397859414,-0.015477962,-2.073106722,2.526055735,-2.457886946,-0.095286946,0.569000188,0.049754097
1993-1,0.420499821,12.80776763,0.165533084,0.321375063,4.294917531,0.055,0.0773,228948.9999,12.34125455,12.58167287,10.13867824,7.512045851,0.008171653,1.5015,4.05646961,2929,28232,0.0302,-0.196834,0.599658151,39.169,0.712470007,0.028360413,0.04031798,0.565804471,0.105157046,0.052117732,0.021977886,0.006274055,0.011007914,0.002022087,0.082662674,-0.611940194,-0.015410042,-2.083024628,2.554555882,-2.49298712,-0.13038712,0.406464608,0.025542072
1994-1,0.430614622,12.85334754,0.1955339,0.324375063,4.314584198,0.0515,0.0805,288999.0009,12.57417851,12.63217761,10.14659058,7.531849106,0.007760386,1.5329,4.059338953,2676,28180,0.0421,-0.17724329,0.627014535,39.169,0.749027603,0.015692466,0.05050474,0.54944353,0.096254602,0.069860125,0.041911774,-0.007011125,0.009585875,0.002165084,0.081725282,-0.898305575,-0.009557859,-2.083789512,2.597316912,-2.504391879,-0.141791879,0.427161366,0.024280215
1995-1,0.454886905,12.88269932,0.240995517,0.280375063,4.407167531,0.0633,0.0825,331047.0006,12.71001564,12.70001946,10.1588272,7.553296567,0.009377378,1.5783,4.062217298,2436,28254,0.0583,-0.15102194,0.661672215,39.419,0.772970636,0.026430253,0.06784185,0.480563305,0.087651092,0.061918608,0.030067035,-0.009920899,0.007741639,0.002263989,0.081131548,-0.702447617,-0.01445735,-2.070499633,2.625756838,-2.511683392,-0.149083392,0.456348318,0.032566828
1996-1,0.4893625,12.91047761,0.268243948,0.295375063,4.392750864,0.0577,0.081,372842.0013,12.82891002,12.79452152,10.16815685,7.575976168,0.00835889,1.5617,4.065087381,2296,28356,0.053,-0.126518772,0.702020163,39.52525,0.805713235,0.035550535,0.09450206,0.500745982,0.082438286,0.048568892,0.028445233,-0.004878896,0.006906887,0.001983255,0.080092323,-0.487382456,-0.015806353,-2.05096041,2.650568333,-2.524575277,-0.161975277,0.445774972,0.020790602
1997-1,0.513291573,12.92878745,0.296797799,0.438375063,4.299584198,0.065,0.0708,404283.0013,12.90987041,12.88202809,10.18584296,7.600469608,0.009139271,1.6382,4.067966363,1988,28513,0.0546,-0.108896349,0.746805843,39.60025,0.844975584,0.027496369,0.08750657,0.642626215,0.071193444,0.043365916,0.032538283,-0.011152094,0.005177607,0.002134069,0.080206106,-0.570571422,-0.015653104,-2.022106687,2.677523049,-2.523155638,-0.160555638,0.493598078,0.012121956
1998-1,0.532229576,12.96510616,0.314488365,0.471375063,4.206250864,0.0681,0.0544,419545.9986,12.94692845,12.93841963,10.19597058,7.628259606,0.009598322,1.6574,4.07083708,1788,28583,0.0535,-0.093130909,0.797482656,39.51275,0.897731777,0.02192963,0.05639154,0.680103156,0.064063155,0.032232493,0.035432355,-0.009233984,0.003934,0.002369669,0.080671384,-0.670511664,-0.014863572,-1.994154911,2.710437216,-2.517371369,-0.154771369,0.505250109,-0.001810967
1999-1,0.557408362,12.99456588,0.322026654,0.470375063,4.194584198,0.0504,0.0501,421631.998,12.95188817,12.99035392,10.20979509,7.654382645,0.007259977,1.618,4.073716594,1727,28895,0.0497,-0.079848053,0.83571342,39.3565,0.948761547,0.02078081,0.05193429,0.693136379,0.061264686,0.028528488,0.03413632,-0.001264727,0.003776948,0.003014062,0.082099938,-0.682440072,-0.014721264,-1.95503005,2.733734074,-2.49981802,-0.13721802,0.481190819,0.006580728
2000-1,0.574116456,13.03711753,0.364689449,0.507375063,4.263667531,0.058,0.0533,426240.0013,12.96275785,13.05516021,10.22132291,7.679975887,0.008376192,1.5162,4.076587841,1587,29070,0.0624,-0.072050725,0.87725102,39.08775,0.999565461,0.011781969,0.06480629,0.708443062,0.056084075,0.032330522,0.038408513,-0.004827094,0.003206933,0.002766301,0.082815639,-0.69457998,-0.01456498,-1.925380913,2.766045113,-2.491138361,-0.128538361,0.415481443,0.002146432
2001-1,0.60475773,13.06290888,0.39505712,0.490375063,4.251000864,0.0476,0.0501,425959.0015,12.96209838,13.13065794,10.22958473,7.705484409,0.006955734,1.44,4.079467783,1489,29200,0.0388,-0.059747003,0.933494413,38.83775,1.049041358,0.021024447,0.07549773,0.685827045,0.052487605,0.025348346,0.024315468,-0.007240444,0.002439307,0.003302693,0.083707479,-0.620099518,-0.015348489,-1.889917843,2.785974158,-2.480426945,-0.117826945,0.364643114,0.007855596
2002-1,0.614413635,13.08372821,#N/A,#N/A,4.207167531,0.0386,0.0485,434540.0003,12.98204328,#N/A,10.23706274,7.729637844,#N/A,1.5026,4.085219724,1529,29448,0.0167,-0.047258518,0.982093999,38.7315,1.086607896,0.030499019,#N/A,#N/A,0.053331073,#N/A,0.020752976,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.798214996,#N/A,#N/A,#N/A,#N/A
2003-1,0.638635984,13.12245057,#N/A,#N/A,#N/A,0.0356,0.0453,#N/A,#N/A,#N/A,10.24643876,7.793916646,#N/A,1.6346,4.090988938,1490,29672,0.0113,-0.03373288,1.013160815,#N/A,#N/A,0.030265357,#N/A,#N/A,0.051611601,#N/A,0.027694898,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.818243139,#N/A,#N/A,#N/A,#N/A
2004-1,0.665742517,13.14923116,#N/A,#N/A,#N/A,0.0444,0.0483,#N/A,#N/A,#N/A,10.25699248,7.839683112,#N/A,1.832,4.096758313,1426,29907,0.0135,-0.020371835,1.051425652,#N/A,#N/A,0.024894284,#N/A,#N/A,0.049036953,#N/A,0.029082147,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.839449778,#N/A,#N/A,#N/A,#N/A
2005-1,0.688031324,13.17931665,#N/A,#N/A,#N/A,0.0455,0.0437,#N/A,#N/A,#N/A,10.26708846,7.885517333,#N/A,1.8197,4.102527656,1467,30237,0.0322,0,1.072927653,#N/A,#N/A,0.020105658,#N/A,#N/A,0.049853082,#N/A,0.021497174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.849925362,#N/A,#N/A,#N/A,#N/A
2006-1,0.717565112,13.2044252,#N/A,#N/A,#N/A,0.0465,0.0443,#N/A,#N/A,#N/A,10.27587835,7.931392553,#N/A,1.8429,4.108296776,1674,30698,0.0497,0.022978427,1.118161495,#N/A,#N/A,0.027499527,#N/A,#N/A,0.055810323,#N/A,0.028128059,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.863045603,#N/A,#N/A,#N/A,#N/A
2007-1,0.738747243,13.24080924,#N/A,#N/A,#N/A,0.0553,0.0492,#N/A,#N/A,#N/A,10.28288243,7.978345251,#N/A,2.0018,4.114049145,1654,30882,0.0502,0.045928076,1.166132323,#N/A,#N/A,0.028391367,#N/A,#N/A,0.054905258,#N/A,0.0252697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.882510477,#N/A,#N/A,#N/A,#N/A
2008-1,0.772192043,13.23248077,#N/A,#N/A,#N/A,0.0428,0.0459,#N/A,#N/A,#N/A,10.2900756,8.026725596,#N/A,1.8528,4.119817358,1783,31222,0.0192,0.081401243,1.20291808,#N/A,#N/A,0.029317286,#N/A,#N/A,0.058398363,#N/A,0.005462653,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.876975174,#N/A,#N/A,#N/A,#N/A
2009-1,0.794855523,13.18952281,#N/A,#N/A,#N/A,0.004888,0.037483,#N/A,#N/A,#N/A,10.27370538,8.065139494,#N/A,1.5651,4.125584798,2394,31355,0.0016,0.102839051,1.200658192,#N/A,#N/A,0.014400097,#N/A,#N/A,0.077662486,#N/A,-0.050902894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.821286513,#N/A,#N/A,#N/A,#N/A
2010-1,0.811337327,13.20719543,#N/A,#N/A,#N/A,0.004963,0.037399,#N/A,#N/A,#N/A,10.27622284,#N/A,#N/A,1.546,4.131351288,2479,31513,0.0018,0.135404637,1.223030489,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-1,0.825252475,13.21718325,#N/A,#N/A,#N/A,0.004839,0.032175,#N/A,#N/A,#N/A,10.28110173,#N/A,#N/A,1.6032,4.13754772,2560,31736,0.001,0.178982656,1.247075364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
